"Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","DespesaTotal","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumCompresTotal","NumWebVisitsMonth","AcceptedCmp1","AcceptedCmp2","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmpTotal","Complain","Response"
1974,"PhD","Single",39190,1,0,"26-04-2014",91,68,8,18,19,8,12,65,2,2,1,4,7,5,0,0,0,0,0,0,0,0
1959,"Graduation","Together",71367,0,0,"23-08-2013",24,227,23,389,42,21,75,550,1,4,5,7,16,2,0,0,0,0,0,0,0,0
1972,"PhD","Single",38578,1,1,"22-06-2013",2,38,4,22,3,3,3,35,3,3,0,3,6,8,0,0,0,0,0,0,0,0
1965,"PhD","Married",57236,1,1,"12-03-2014",22,105,0,9,2,1,4,16,3,2,1,4,7,3,0,0,0,0,0,0,0,0
1979,"Graduation","Single",61825,0,1,"07-08-2013",56,162,50,100,55,30,27,262,1,4,2,8,14,4,0,0,0,0,0,0,0,0
1958,"Graduation","Divorced",79803,0,1,"02-06-2014",54,574,8,216,21,16,33,294,1,4,3,5,12,1,0,0,0,0,0,0,0,0
1986,"2n Cycle","Single",80910,0,0,"31-10-2012",71,160,80,369,67,39,41,596,1,3,3,8,14,1,0,0,0,0,0,0,0,0
1982,"Master","Together",27590,1,0,"23-04-2013",38,6,0,5,0,0,1,6,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1979,"Graduation","Married",56775,0,1,"02-01-2013",62,614,35,160,58,35,35,323,2,5,8,10,23,5,0,0,0,0,0,0,0,0
1975,"Graduation","Divorced",83829,0,0,"08-10-2013",78,897,161,430,186,161,27,965,0,4,7,6,17,1,1,0,1,0,1,3,0,1
1979,"2n Cycle","Married",54210,0,1,"20-05-2013",18,70,54,109,80,9,45,297,2,4,1,7,12,5,0,0,0,0,0,0,0,0
1986,"Graduation","Married",38508,1,0,"02-08-2013",95,120,19,206,25,19,54,323,6,7,2,5,14,8,0,0,0,0,0,0,0,0
1970,"Graduation","Together",53187,1,0,"26-10-2013",66,211,2,30,7,7,10,56,2,4,1,6,11,5,0,0,0,0,0,0,0,0
1972,"Graduation","Married",30023,1,0,"24-03-2014",28,11,0,16,7,6,21,50,1,2,0,3,5,8,0,0,0,0,0,0,0,0
1960,"PhD","Single",76045,0,0,"15-11-2013",78,760,53,400,17,93,0,563,1,4,5,11,20,2,1,0,0,0,0,1,0,0
1952,"PhD","Married",50870,0,1,"19-06-2014",13,53,0,8,0,0,2,10,1,2,0,3,5,5,0,0,0,0,0,0,0,0
1970,"2n Cycle","Married",15315,0,0,"03-08-2013",27,7,4,13,15,8,17,57,2,2,0,4,6,5,0,0,0,0,0,0,0,0
1974,"2n Cycle","Married",65463,1,0,"30-01-2014",17,391,32,70,21,32,16,171,2,6,2,9,17,5,0,0,0,1,0,1,0,0
1965,"Graduation","Married",66480,1,1,"31-05-2014",71,199,9,57,20,21,6,113,7,4,1,7,12,4,0,0,0,0,0,0,0,0
1954,"Graduation","Divorced",76773,0,0,"25-02-2013",79,516,56,449,86,33,16,640,1,2,2,11,15,1,0,0,0,0,0,0,0,0
1983,"2n Cycle","Single",81698,0,0,"01-03-2013",1,709,45,115,30,160,45,395,1,8,2,5,15,5,1,0,0,0,0,1,0,1
1973,"PhD","Single",54466,1,1,"09-02-2014",78,12,0,4,0,0,0,4,1,1,0,2,3,5,0,0,0,0,0,0,0,0
1960,"Master","Single",98777,0,0,"17-02-2014",23,1000,19,711,125,115,38,1008,0,4,6,9,19,1,0,0,0,1,0,1,0,0
1984,"PhD","Single",16269,1,0,"30-08-2013",75,19,3,18,3,1,0,25,3,3,0,3,6,8,0,0,0,0,0,0,0,0
1971,"Graduation","Together",71819,0,1,"28-08-2013",70,1224,28,140,0,14,168,350,3,3,3,5,11,6,0,0,0,1,1,2,0,0
1983,"PhD","Married",33569,1,0,"16-10-2013",10,16,2,18,3,0,24,47,1,1,1,2,4,8,0,0,1,0,0,1,0,1
1983,"Master","Married",36262,0,0,"20-09-2013",24,88,39,54,64,28,153,338,1,3,5,3,11,6,0,0,1,0,0,1,0,1
1966,"Basic","Together",22634,0,0,"16-01-2013",47,2,23,11,8,6,46,94,1,2,1,2,5,8,0,0,0,0,0,0,0,0
1978,"2n Cycle","Married",47025,0,1,"12-09-2013",98,508,11,59,23,5,29,127,5,11,1,6,18,9,0,0,0,0,0,0,0,0
1968,"Graduation","Single",70566,0,1,"06-10-2013",4,381,28,215,84,28,21,376,2,6,5,9,20,3,0,0,0,0,0,0,0,0
1979,"PhD","Married",31605,1,0,"22-11-2012",15,74,0,42,2,1,6,51,2,2,1,4,7,7,0,0,0,0,0,0,0,0
1973,"Master","Divorced",52034,1,1,"17-05-2013",67,146,0,93,7,13,73,186,5,4,2,5,11,7,0,0,0,0,0,0,0,0
1979,"Graduation","Single",48526,1,0,"24-12-2013",32,23,17,23,43,20,9,112,1,2,1,4,7,3,0,0,0,0,0,0,0,0
1954,"Graduation","Married",46734,0,1,"18-11-2012",40,110,5,137,26,23,29,220,2,6,1,5,12,7,0,0,0,0,0,0,0,0
1962,"Graduation","Divorced",39552,1,1,"18-12-2012",54,165,3,147,4,24,41,219,7,6,2,5,13,8,0,0,0,0,0,0,0,1
1966,"Graduation","Single",86358,1,1,"08-08-2012",78,957,47,494,82,47,95,765,4,5,3,6,14,8,0,0,0,0,0,0,0,0
1977,"Graduation","Together",46931,2,1,"24-04-2014",94,41,0,17,3,1,16,37,2,1,1,3,5,3,0,0,0,0,0,0,0,0
1985,"Basic","Single",16581,0,0,"12-01-2013",51,1,3,4,2,3,11,23,1,0,0,3,3,4,0,0,0,0,0,0,0,0
1952,"2n Cycle","Divorced",63998,0,0,"20-12-2013",42,176,29,818,0,33,112,992,1,7,6,11,24,4,0,0,0,0,0,0,0,1
1951,"Master","Married",67381,0,1,"15-01-2013",67,815,8,53,11,0,70,142,4,2,2,9,13,7,0,0,0,1,0,1,0,0
1967,"Graduation","Single",25930,1,1,"10-10-2013",87,6,1,2,2,0,4,9,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1978,"Graduation","Married",42693,1,0,"07-06-2014",29,8,4,20,6,3,16,49,1,1,0,3,4,5,0,0,0,0,0,0,0,0
1976,"Graduation","Together",85606,0,1,"12-11-2012",89,717,42,864,219,30,84,1239,2,6,7,9,22,3,1,0,0,0,0,1,0,0
1985,"Graduation","Single",72903,0,0,"29-10-2013",74,1067,138,750,0,19,39,946,1,7,5,8,20,4,1,0,0,1,1,3,0,1
1974,"2n Cycle","Together",49669,1,0,"24-05-2014",97,166,5,107,11,8,29,160,2,5,1,6,12,6,0,0,0,0,0,0,0,0
1968,"PhD","Married",36778,1,1,"05-08-2012",63,29,4,34,2,4,4,48,3,3,0,3,6,9,0,0,0,0,0,0,0,0
1962,"PhD","Divorced",85696,0,0,"03-05-2013",88,714,76,395,116,0,12,599,1,4,6,9,19,1,0,0,0,0,0,0,0,1
1989,"Master","Divorced",10979,0,0,"22-05-2014",34,8,4,10,2,2,4,22,2,3,0,3,6,5,0,0,0,0,0,0,0,0
1961,"Graduation","Married",49678,0,1,"02-02-2013",81,229,5,56,3,2,20,86,2,6,2,4,12,7,0,0,0,0,0,0,0,0
1953,"Master","Together",56129,0,1,"20-06-2013",65,320,48,133,39,72,48,340,4,6,2,10,18,4,0,0,0,0,0,0,0,0
1989,"Graduation","Married",37155,1,0,"31-01-2013",51,23,0,26,7,15,3,51,1,2,0,4,6,5,0,0,0,0,0,0,0,0
1978,"2n Cycle","Divorced",21282,1,0,"11-05-2014",76,1,5,8,4,8,20,45,2,2,1,2,5,6,0,0,0,0,0,0,0,0
1962,"PhD","Single",33419,0,1,"17-08-2013",76,56,0,12,0,0,18,30,2,2,0,4,6,7,0,0,0,0,0,0,0,0
1945,"Graduation","Widow",63285,0,0,"05-11-2013",84,508,124,249,50,38,134,595,1,6,5,13,24,3,0,0,0,0,0,0,0,0
1974,"Master","Together",21255,1,0,"21-01-2014",56,29,0,25,2,2,3,32,4,2,1,4,7,4,0,0,0,0,0,0,0,0
1981,"Graduation","Together",42162,1,0,"19-11-2013",31,46,7,59,2,4,27,99,2,3,1,3,7,6,0,0,1,0,0,1,0,1
1956,"Graduation","Together",54450,1,1,"14-09-2012",0,454,0,171,8,19,32,230,6,9,2,8,19,8,0,0,0,0,0,0,0,0
1954,"PhD","Married",57744,0,1,"12-11-2013",91,350,3,39,0,0,19,61,2,9,1,4,14,8,0,0,0,0,0,0,0,0
1986,"Graduation","Single",26576,1,0,"13-10-2012",40,10,0,8,0,0,9,17,1,1,0,2,3,9,0,0,1,0,0,1,0,1
1943,"PhD","Widow",57513,0,0,"06-07-2013",59,735,40,183,52,20,30,325,2,9,3,13,25,6,0,0,0,0,0,0,0,0
1964,"Graduation","Together",68142,0,1,"29-08-2012",96,897,126,196,91,112,37,562,3,10,4,7,21,6,0,0,0,0,0,0,0,0
1979,"Graduation","Married",7500,0,1,"29-08-2012",61,5,2,3,3,0,5,13,1,1,0,2,3,8,0,0,0,0,0,0,0,0
1974,"Graduation","Together",83145,0,0,"22-09-2012",14,777,35,731,39,137,114,1056,1,5,9,11,25,2,0,0,0,0,1,1,0,1
1960,"Master","Married",54197,0,1,"03-04-2014",16,162,6,37,6,13,13,75,2,1,3,6,10,1,0,0,0,0,0,0,0,0
1963,"PhD","Single",23091,1,1,"28-05-2014",98,35,0,11,0,0,2,13,4,2,1,3,6,7,0,0,0,0,0,0,0,0
1976,"Graduation","Married",46049,1,1,"21-07-2013",11,342,9,112,19,14,19,173,7,5,2,9,16,7,0,0,0,0,0,0,0,1
1974,"Graduation","Together",56715,0,0,"05-12-2012",52,258,105,239,237,172,9,762,1,7,3,4,14,4,0,0,0,0,0,0,0,0
1961,"Graduation","Married",79410,0,0,"29-05-2014",19,658,80,483,123,13,13,712,1,3,2,5,10,1,0,0,0,0,0,0,0,0
1951,"Graduation","Married",57304,0,1,"11-03-2013",61,356,80,329,138,17,106,670,2,7,6,10,23,5,0,0,0,0,0,0,0,0
1965,"Graduation","Married",44375,0,1,"23-03-2014",73,213,5,28,7,7,41,88,1,4,1,6,11,5,0,0,0,0,0,0,0,0
1956,"Graduation","Together",54450,1,1,"14-09-2012",0,454,0,171,8,19,32,230,4,9,2,8,19,8,0,0,0,0,0,0,0,0
1965,"Graduation","Married",59594,0,1,"20-10-2012",74,457,4,29,0,0,9,42,1,8,1,7,16,7,0,0,0,1,0,1,0,0
1994,"Graduation","Together",80685,0,0,"22-08-2012",55,241,45,604,34,26,54,763,1,6,4,10,20,2,0,0,0,0,0,0,0,0
1974,"PhD","Married",40344,0,1,"13-10-2013",48,210,0,6,0,0,2,8,2,4,1,5,10,7,0,0,0,0,0,0,0,0
1972,"Graduation","Married",62710,0,1,"23-05-2013",53,441,35,83,7,29,11,165,4,4,2,12,18,4,0,0,0,0,0,0,0,0
1968,"2n Cycle","Married",48985,0,1,"05-07-2013",13,19,13,18,10,7,8,56,1,1,1,3,5,3,0,0,0,0,0,0,0,0
1968,"Graduation","Together",35322,1,2,"22-08-2012",34,28,9,37,12,7,13,78,3,2,0,4,6,8,0,0,0,0,0,0,0,0
1948,"Graduation","Married",77142,0,0,"29-05-2013",54,476,75,162,29,151,97,514,1,4,4,8,16,2,0,0,0,0,0,0,0,0
1969,"Graduation","Single",81657,0,0,"22-01-2014",69,364,40,425,158,60,50,733,1,3,4,8,15,1,0,0,0,0,0,0,0,0
1996,"Basic","Married",14421,0,0,"17-02-2014",81,0,0,2,3,3,8,16,1,1,0,2,3,5,0,0,1,0,0,1,0,0
1974,"2n Cycle","Married",20130,0,0,"17-03-2014",99,0,6,3,7,6,12,34,1,1,0,3,4,8,0,0,0,0,0,0,0,0
1990,"PhD","Married",74214,0,0,"26-08-2012",3,863,83,547,86,99,33,848,1,8,2,5,15,5,0,0,0,0,0,0,0,0
1957,"Master","Married",66726,1,1,"12-01-2014",61,349,7,35,0,0,47,89,3,8,2,4,14,7,0,0,0,1,0,1,0,0
1979,"Basic","Together",23724,1,0,"08-01-2013",65,5,23,15,0,18,14,70,2,2,0,3,5,8,0,0,0,0,0,0,0,0
1960,"Master","Married",47353,0,1,"13-11-2013",93,184,2,19,8,8,4,41,3,2,2,6,10,5,0,0,0,0,0,0,0,0
1952,"Master","Married",33444,1,1,"03-11-2012",24,8,0,8,0,0,2,10,1,1,0,2,3,8,0,0,0,0,0,0,0,0
1981,"Graduation","Married",54386,0,1,"17-05-2013",8,277,21,64,62,21,25,193,2,3,2,10,15,3,0,0,0,0,0,0,0,0
1981,"Graduation","Divorced",28510,1,1,"13-04-2013",72,44,5,19,0,4,19,47,3,2,0,4,6,5,0,0,0,0,0,0,0,0
1991,"Master","Single",90638,0,0,"13-02-2014",29,1156,120,915,94,144,96,1369,1,3,4,10,17,1,0,0,0,0,1,1,0,0
1950,"Graduation","Together",48070,0,1,"13-01-2013",33,373,14,83,6,9,19,131,3,8,2,6,16,7,0,0,0,0,0,0,1,0
1957,"Graduation","Married",43140,0,1,"05-01-2013",68,134,8,76,6,0,11,101,1,4,1,5,10,6,0,0,0,0,0,0,0,0
1961,"PhD","Divorced",54959,0,1,"19-01-2013",55,1148,0,60,0,0,24,84,3,9,5,4,18,7,0,0,0,1,0,1,0,1
1958,"Basic","Single",15056,1,1,"03-05-2013",76,6,12,3,21,6,40,82,5,2,2,3,7,5,0,0,0,0,0,0,0,0
1971,"Graduation","Single",26954,1,0,"08-05-2014",17,4,1,11,0,0,1,13,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1985,"Graduation","Single",22327,1,0,"02-08-2013",94,5,4,8,2,0,5,19,1,1,0,3,4,5,0,0,0,0,0,0,0,0
1965,"Graduation","Married",44393,1,1,"22-08-2013",86,24,2,20,2,2,10,36,2,1,0,4,5,4,0,0,0,0,0,0,0,0
1952,"PhD","Single",62000,0,1,"25-08-2013",25,899,0,101,0,0,20,121,1,6,6,13,25,4,1,0,0,0,0,1,0,0
1962,"PhD","Together",31497,0,1,"06-12-2012",22,108,1,28,13,1,4,47,2,3,1,4,8,8,0,0,0,0,0,0,0,0
1974,"2n Cycle","Married",45894,0,2,"27-02-2014",15,27,2,7,0,2,13,24,1,1,0,3,4,5,0,0,0,0,0,0,0,0
1970,"Master","Divorced",78579,0,0,"22-12-2012",35,816,66,549,216,66,99,996,1,5,6,4,15,3,0,0,0,0,0,0,0,1
1969,"Master","Widow",67369,0,1,"17-11-2012",81,1298,0,70,37,14,42,163,4,7,4,10,21,4,0,0,0,1,1,2,0,1
1960,"Graduation","Divorced",58401,0,1,"20-04-2014",55,10,0,11,17,29,29,86,1,1,2,2,5,4,0,0,0,0,0,0,0,0
1952,"Graduation","Single",62307,0,1,"17-02-2014",94,87,13,34,10,6,10,73,1,4,0,4,8,5,0,0,0,0,0,0,0,0
1969,"Master","Married",43641,1,1,"22-04-2013",50,57,2,51,4,2,23,82,3,2,1,4,7,6,0,0,0,0,0,0,0,0
1968,"Master","Divorced",63841,0,1,"21-04-2013",64,635,15,100,20,7,131,273,1,9,3,9,21,6,0,0,0,0,0,0,0,0
1965,"2n Cycle","Married",46891,0,1,"01-09-2013",91,43,12,23,29,15,61,140,1,2,1,4,7,4,0,0,0,0,0,0,0,0
1969,"Master","Married",70091,1,0,"31-03-2013",11,964,34,137,15,0,11,197,2,5,2,10,17,8,0,0,0,1,0,1,0,0
1972,"PhD","Married",78075,0,0,"05-04-2014",72,572,8,259,34,35,80,416,1,3,5,5,13,1,0,0,0,0,0,0,0,0
1961,"2n Cycle","Widow",59184,0,1,"09-09-2012",6,341,142,113,259,151,66,731,3,6,6,12,24,5,0,0,0,0,0,0,0,0
1977,"Graduation","Married",54809,1,1,"11-09-2013",0,63,6,57,13,13,22,111,4,2,1,5,8,4,0,0,0,0,0,0,0,0
1959,"Graduation","Married",58113,0,1,"25-01-2013",66,221,104,169,102,78,84,537,3,9,2,8,19,7,0,0,0,0,0,0,1,0
1958,"Master","Married",51412,0,1,"31-12-2013",42,140,3,29,4,5,14,55,2,3,2,4,9,4,0,0,0,0,0,0,0,0
1979,"Graduation","Divorced",15287,1,0,"10-10-2012",60,1,2,8,4,3,13,30,2,1,1,2,4,7,0,0,1,0,0,1,0,1
1957,"Master","Together",66636,0,0,"17-08-2013",64,291,10,689,84,10,0,793,1,3,4,9,16,1,0,0,0,0,0,0,0,0
1956,"Master","Married",50965,0,1,"20-02-2013",87,544,13,85,8,6,29,141,3,10,4,5,19,8,0,0,1,0,0,1,0,0
1965,"PhD","Married",84618,0,0,"22-11-2013",96,684,100,801,21,66,0,988,1,6,9,10,25,2,0,0,0,0,1,1,0,0
1990,"Graduation","Married",18351,0,0,"29-10-2013",1,1,12,9,0,14,7,42,1,2,0,3,5,7,0,0,0,0,0,0,0,0
1957,"PhD","Together",40451,0,2,"16-02-2014",54,35,0,4,0,0,10,14,1,1,1,2,4,5,0,0,1,0,0,1,0,0
1965,"Graduation","Together",36317,0,1,"22-05-2013",53,87,3,25,3,2,13,46,2,3,0,4,7,7,0,0,0,0,0,0,0,0
1957,"Graduation","Together",42213,0,1,"12-10-2013",96,309,3,24,4,3,20,54,2,5,1,7,13,7,0,0,0,1,0,1,0,0
1955,"Graduation","Together",65748,0,1,"15-04-2013",58,172,73,93,95,78,34,373,2,2,4,10,16,1,0,0,0,0,0,0,1,0
1972,"Graduation","Together",77044,0,1,"27-10-2013",12,625,38,242,50,34,76,440,2,7,3,11,21,4,0,0,1,0,0,1,0,0
1969,"Graduation","Together",74918,0,0,"12-03-2013",78,972,59,913,25,19,59,1075,1,5,9,6,20,3,0,0,0,0,1,1,0,0
1972,"Graduation","Married",56721,1,1,"31-10-2012",64,157,6,39,6,13,75,139,5,4,1,5,10,6,0,0,0,0,0,0,0,0
1975,"Graduation","Single",42160,1,1,"28-06-2013",26,48,9,45,3,15,20,92,4,2,1,4,7,6,0,0,0,0,0,0,0,1
1965,"Graduation","Single",61559,0,1,"17-07-2013",8,279,83,88,32,14,34,251,1,4,2,10,16,3,0,0,0,0,0,0,0,0
1963,"PhD","Together",33629,1,1,"08-08-2012",49,132,0,16,0,0,4,20,5,3,1,4,8,9,0,0,0,0,0,0,0,0
1991,"PhD","Together",68682,0,0,"06-10-2013",56,919,0,505,99,30,45,679,1,4,9,10,23,2,0,0,0,0,0,0,0,0
1963,"Graduation","Single",34377,0,1,"19-01-2013",55,62,0,22,3,1,26,52,2,2,2,2,6,7,0,0,0,0,0,0,0,0
1986,"Basic","Single",8940,1,0,"22-08-2012",25,1,45,3,4,6,42,100,3,3,1,3,7,8,0,0,0,0,0,0,0,0
1973,"Graduation","Married",26228,1,0,"22-09-2013",50,2,6,4,3,1,9,23,1,1,0,2,3,8,0,0,0,0,0,0,0,0
1957,"2n Cycle","Divorced",77297,0,0,"26-01-2013",84,408,61,109,48,122,41,381,1,5,7,9,21,4,1,0,0,0,0,1,0,0
1981,"Graduation","Married",40211,1,1,"30-07-2013",30,51,1,7,2,1,25,36,2,2,1,2,5,8,0,0,1,0,0,1,0,0
1958,"PhD","Widow",33438,1,1,"22-09-2013",81,62,1,16,3,2,6,28,4,2,1,4,7,5,0,0,0,0,0,0,0,0
1959,"PhD","Married",75032,0,1,"28-04-2013",74,952,12,180,47,12,12,263,2,5,4,9,18,3,0,0,0,0,0,0,0,0
1955,"PhD","Single",61284,0,0,"12-10-2013",76,618,15,106,20,7,45,193,1,11,2,8,21,6,0,0,0,1,0,1,0,0
1986,"Graduation","Married",22518,1,0,"22-10-2012",36,11,7,12,2,2,27,50,2,2,1,2,5,5,0,0,1,0,0,1,0,1
1975,"Master","Married",54730,0,1,"15-08-2013",64,318,3,17,4,7,56,87,5,4,1,8,13,4,0,0,0,0,0,0,0,0
1955,"Master","Married",38452,1,1,"30-03-2014",62,56,0,14,0,0,2,16,3,3,0,3,6,7,0,0,0,0,0,0,0,0
1971,"Graduation","Divorced",44421,1,1,"15-02-2013",53,110,5,59,7,1,7,79,5,5,0,4,9,8,0,0,0,0,0,0,0,0
1986,"PhD","Together",38197,1,0,"29-06-2013",86,23,0,11,2,1,3,17,1,1,0,3,4,5,0,0,0,0,0,0,0,0
1978,"Graduation","Divorced",41986,0,1,"09-02-2014",15,27,5,8,8,3,12,36,3,3,0,4,7,4,0,0,0,0,0,0,0,0
1983,"Graduation","Together",28427,1,0,"21-03-2013",67,18,3,19,3,3,6,34,2,2,0,3,5,8,0,0,0,0,0,0,0,0
1976,"PhD","Together",37395,1,0,"02-05-2014",47,18,0,9,0,1,11,21,1,1,0,3,4,6,0,0,0,0,0,0,0,0
1971,"Graduation","Married",64722,1,0,"26-05-2014",47,303,0,280,60,147,15,502,4,8,2,11,21,6,0,0,0,0,0,0,0,0
1956,"Master","Together",55249,0,1,"17-04-2014",81,97,1,19,2,0,11,33,1,2,1,4,7,3,0,0,0,0,0,0,0,0
1972,"Graduation","Together",84906,0,0,"04-10-2013",98,997,15,414,99,30,76,634,1,5,6,12,23,2,0,1,0,1,1,3,0,0
1989,"Graduation","Married",28691,1,0,"04-07-2013",56,5,4,13,8,0,4,29,1,1,0,3,4,8,0,0,0,0,0,0,0,0
1952,"Graduation","Single",44213,1,1,"29-11-2013",48,95,11,35,0,4,7,57,4,2,1,5,8,6,0,0,0,0,0,0,0,0
1984,"Basic","Single",25707,1,0,"18-01-2014",18,1,6,2,3,6,3,20,1,1,0,3,4,7,0,0,0,0,0,0,0,0
1967,"PhD","Married",59062,2,1,"03-10-2013",74,46,1,12,3,0,9,25,2,2,0,3,5,4,0,0,0,0,0,0,0,0
1962,"Graduation","Single",76624,0,1,"24-05-2014",68,411,106,147,54,115,66,488,1,5,10,7,22,1,0,0,1,0,0,1,0,0
1947,"Master","Together",66000,0,0,"20-04-2014",36,244,51,270,101,0,45,467,1,1,3,5,9,1,0,0,0,0,0,0,0,0
1978,"PhD","Together",27683,1,0,"04-08-2012",90,152,9,121,12,12,45,199,4,6,2,4,12,8,0,0,0,0,0,0,0,0
1971,"Graduation","Divorced",1730,0,0,"18-05-2014",65,1,1,3,1,1,1,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0
1992,"Basic","Single",7500,1,0,"03-12-2012",63,10,17,18,8,26,40,109,4,3,2,2,7,9,0,0,0,0,0,0,0,0
1968,"Graduation","Together",40521,1,1,"05-04-2013",82,12,0,5,0,0,4,9,1,0,1,2,3,5,0,0,0,0,0,0,0,0
1973,"PhD","Together",20427,1,0,"24-03-2014",63,5,0,4,0,0,1,5,1,1,0,2,3,8,0,0,0,0,0,0,0,0
1975,"Graduation","Married",65106,0,1,"24-05-2014",55,790,19,133,12,0,19,183,3,8,3,13,24,6,0,0,0,1,0,1,0,0
1965,"PhD","Married",69969,0,0,"27-08-2013",64,882,29,514,38,29,44,654,1,4,2,6,12,3,1,0,0,0,1,2,0,1
1952,"Graduation","Married",67433,0,2,"16-07-2013",51,615,28,259,12,48,30,377,4,6,5,13,24,4,0,0,0,1,0,1,0,0
1967,"PhD","Married",77766,0,1,"22-02-2013",97,1004,59,265,115,59,27,525,2,11,10,11,32,6,0,0,1,0,0,1,0,1
1972,"Graduation","Married",74716,0,1,"12-09-2013",92,133,27,421,13,36,71,568,2,7,3,5,15,4,0,0,0,0,0,0,0,0
1963,"Graduation","Divorced",68118,0,1,"18-10-2013",51,595,23,123,10,23,154,333,2,8,9,4,21,6,0,0,0,0,0,0,0,0
1970,"PhD","Married",55158,1,1,"30-07-2012",72,293,0,87,4,11,23,125,4,7,2,5,14,7,0,0,0,0,0,0,0,1
1955,"2n Cycle","Married",62972,0,1,"03-08-2012",39,313,15,47,20,0,192,274,2,7,4,3,14,6,0,0,0,0,0,0,0,1
1975,"Graduation","Married",74190,0,1,"12-05-2014",49,151,81,86,168,91,64,490,2,4,2,11,17,2,0,0,0,0,0,0,0,0
1976,"Graduation","Married",39356,1,1,"19-03-2014",21,15,0,2,0,0,6,8,1,1,0,2,3,6,0,0,1,0,0,1,0,0
1969,"Graduation","Together",76653,0,0,"16-08-2013",91,736,63,946,219,82,126,1436,1,4,7,11,22,2,1,0,0,0,1,2,0,0
1973,"PhD","Divorced",35860,1,1,"19-05-2014",37,15,0,8,4,2,20,34,2,1,1,2,4,5,0,0,1,0,0,1,0,0
1983,"PhD","Divorced",90687,0,0,"22-05-2013",98,982,17,672,23,34,51,797,1,6,2,8,16,2,0,0,0,0,1,1,0,1
1982,"Master","Together",73450,0,0,"05-12-2013",85,1142,51,415,90,69,37,662,1,7,8,11,26,3,1,0,1,0,0,2,0,0
1960,"Graduation","Married",31454,1,1,"06-07-2013",40,28,0,11,0,0,9,20,3,2,0,3,5,8,0,0,0,0,0,0,0,0
1952,"Graduation","Single",47139,1,1,"06-03-2014",2,46,0,12,0,2,23,37,2,2,1,2,5,7,0,0,0,0,0,0,0,1
1975,"Graduation","Divorced",83829,0,0,"08-10-2013",78,897,161,430,186,161,27,965,0,4,7,6,17,1,1,0,1,0,1,3,0,1
1963,"PhD","Married",53378,1,1,"24-09-2012",41,489,6,152,8,6,132,304,7,9,4,6,19,8,0,0,0,0,0,0,0,1
1970,"Graduation","Together",19656,1,0,"08-02-2013",94,25,4,9,6,8,32,59,3,2,1,3,6,7,0,0,0,0,0,0,0,0
1948,"PhD","Married",45579,0,1,"20-08-2013",10,145,1,33,2,1,1,38,1,4,1,4,9,6,0,0,0,0,0,0,0,0
1958,"2n Cycle","Single",85485,0,0,"21-06-2014",73,630,26,611,44,18,54,753,1,6,6,6,18,2,0,0,0,0,0,0,0,0
1944,"Graduation","Married",55956,0,0,"07-04-2014",22,760,38,104,50,9,38,239,2,7,3,4,14,4,0,0,0,1,0,1,0,0
1963,"Master","Single",64191,0,1,"22-01-2013",30,420,15,186,151,38,15,405,3,5,3,13,21,3,0,0,0,0,0,0,0,0
1972,"Graduation","Single",38808,1,0,"26-08-2012",21,125,17,52,3,19,30,121,4,5,1,4,10,8,0,0,1,0,0,1,0,1
1966,"Master","Married",57183,1,1,"19-03-2013",51,464,5,64,7,0,70,146,8,9,1,7,17,8,0,0,0,0,0,0,0,0
1968,"Master","Divorced",23748,1,0,"21-11-2012",97,6,6,29,12,15,8,70,3,2,1,3,6,8,0,0,0,0,0,0,0,0
1971,"Graduation","Married",66303,0,1,"26-02-2013",56,1090,12,96,16,12,60,196,4,3,4,11,18,8,0,0,0,1,0,1,0,0
1975,"Master","Married",37368,1,0,"16-12-2013",4,3,2,11,2,2,10,27,1,1,0,2,3,6,0,0,1,0,0,1,0,0
1964,"Graduation","Married",40800,1,2,"01-01-2013",77,24,0,27,8,30,10,75,2,3,0,3,6,7,0,0,0,0,0,0,1,0
1978,"Graduation","Divorced",71847,0,0,"21-09-2012",95,737,21,106,55,63,210,455,0,6,7,9,22,3,1,0,0,0,0,1,0,0
1975,"Graduation","Married",46149,0,1,"29-11-2013",36,254,6,71,4,0,27,108,5,5,1,7,13,5,0,0,0,0,0,0,0,0
1983,"Graduation","Together",78687,0,0,"09-08-2012",13,817,185,687,145,55,48,1120,1,4,6,8,18,2,0,0,0,0,1,1,0,1
1971,"2n Cycle","Divorced",49118,0,0,"18-08-2012",90,620,54,239,99,98,119,609,2,9,7,10,26,7,0,1,0,1,0,2,0,1
1957,"PhD","Married",37633,1,1,"20-09-2012",49,13,4,20,0,0,1,25,2,1,0,3,4,9,0,0,0,0,0,0,0,0
1951,"Master","Together",39767,0,0,"21-07-2013",18,113,61,204,34,26,47,372,2,7,1,7,15,8,0,0,0,0,0,0,0,0
1951,"Basic","Married",26997,0,0,"05-11-2012",89,7,23,78,133,49,144,427,2,4,2,5,11,7,0,0,0,0,0,0,0,0
